orderID,productID,unitPrice,quantity,discount,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight
10277,62,39.4,12,0,MORGK,2,09/08/2023,06/09/2023,13/08/2023,3,125.77
10278,44,15.5,16,0,BERGS,8,12/08/2023,09/09/2023,16/08/2023,2,92.69
10278,59,44,15,0,BERGS,8,12/08/2023,09/09/2023,16/08/2023,2,92.69
10278,63,35.1,8,0,BERGS,8,12/08/2023,09/09/2023,16/08/2023,2,92.69
10278,73,12,25,0,BERGS,8,12/08/2023,09/09/2023,16/08/2023,2,92.69
10279,17,31.2,15,0.25,LEHMS,8,13/08/2023,10/09/2023,16/08/2023,2,25.83
10280,24,3.6,12,0,BERGS,2,14/08/2023,11/09/2023,12/09/2023,1,8.98
10280,55,19.2,20,0,BERGS,2,14/08/2023,11/09/2023,12/09/2023,1,8.98
10280,75,6.2,30,0,BERGS,2,14/08/2023,11/09/2023,12/09/2023,1,8.98
10281,19,7.3,1,0,ROMEY,4,14/08/2023,28/08/2023,21/08/2023,1,2.94
10281,24,3.6,6,0,ROMEY,4,14/08/2023,28/08/2023,21/08/2023,1,2.94
10281,35,14.4,4,0,ROMEY,4,14/08/2023,28/08/2023,21/08/2023,1,2.94
10282,30,20.7,6,0,ROMEY,4,15/08/2023,12/09/2023,21/08/2023,1,12.69
10282,57,15.6,2,0,ROMEY,4,15/08/2023,12/09/2023,21/08/2023,1,12.69
10283,15,12.4,20,0,LILAS,3,16/08/2023,13/09/2023,23/08/2023,3,84.81
10283,19,7.3,18,0,LILAS,3,16/08/2023,13/09/2023,23/08/2023,3,84.81
10283,60,27.2,35,0,LILAS,3,16/08/2023,13/09/2023,23/08/2023,3,84.81
10283,72,27.8,3,0,LILAS,3,16/08/2023,13/09/2023,23/08/2023,3,84.81
10284,27,35.1,15,0.25,LEHMS,4,19/08/2023,16/09/2023,27/08/2023,1,76.56
10284,44,15.5,21,0,LEHMS,4,19/08/2023,16/09/2023,27/08/2023,1,76.56
10284,60,27.2,20,0.25,LEHMS,4,19/08/2023,16/09/2023,27/08/2023,1,76.56
10284,67,11.2,5,0.25,LEHMS,4,19/08/2023,16/09/2023,27/08/2023,1,76.56
10285,1,14.4,45,0.2,QUICK,1,20/08/2023,17/09/2023,26/08/2023,2,76.83
10285,40,14.7,40,0.2,QUICK,1,20/08/2023,17/09/2023,26/08/2023,2,76.83
10285,53,26.2,36,0.2,QUICK,1,20/08/2023,17/09/2023,26/08/2023,2,76.83
10286,35,14.4,100,0,QUICK,8,21/08/2023,18/09/2023,30/08/2023,3,229.24
10286,62,39.4,40,0,QUICK,8,21/08/2023,18/09/2023,30/08/2023,3,229.24
10287,16,13.9,40,0.15,RICAR,8,22/08/2023,19/09/2023,28/08/2023,3,12.76
10287,34,11.2,20,0,RICAR,8,22/08/2023,19/09/2023,28/08/2023,3,12.76
10287,46,9.6,15,0.15,RICAR,8,22/08/2023,19/09/2023,28/08/2023,3,12.76
10288,54,5.9,10,0.1,REGGC,4,23/08/2023,20/09/2023,03/09/2023,1,7.45
10288,68,10,3,0.1,REGGC,4,23/08/2023,20/09/2023,03/09/2023,1,7.45
10289,3,8,30,0,BSBEV,7,26/08/2023,23/09/2023,28/08/2023,3,22.77
10289,64,26.6,9,0,BSBEV,7,26/08/2023,23/09/2023,28/08/2023,3,22.77
10290,5,17,20,0,COMMI,8,27/08/2023,24/09/2023,03/09/2023,1,79.7
10290,29,99,15,0,COMMI,8,27/08/2023,24/09/2023,03/09/2023,1,79.7
10290,49,16,15,0,COMMI,8,27/08/2023,24/09/2023,03/09/2023,1,79.7
10290,77,10.4,10,0,COMMI,8,27/08/2023,24/09/2023,03/09/2023,1,79.7
10291,13,4.8,20,0.1,QUEDE,6,27/08/2023,24/09/2023,04/09/2023,2,6.4
10291,44,15.5,24,0.1,QUEDE,6,27/08/2023,24/09/2023,04/09/2023,2,6.4
10291,51,42.4,2,0.1,QUEDE,6,27/08/2023,24/09/2023,04/09/2023,2,6.4
10292,20,64.8,20,0,TRADH,1,28/08/2023,25/09/2023,02/09/2023,2,1.35
10293,18,50,12,0,TORTU,1,29/08/2023,26/09/2023,11/09/2023,3,21.18
10293,24,3.6,10,0,TORTU,1,29/08/2023,26/09/2023,11/09/2023,3,21.18
10293,63,35.1,5,0,TORTU,1,29/08/2023,26/09/2023,11/09/2023,3,21.18
10293,75,6.2,6,0,TORTU,1,29/08/2023,26/09/2023,11/09/2023,3,21.18
10294,1,14.4,18,0,RATTC,4,30/08/2023,27/09/2023,05/09/2023,2,147.26
10294,17,31.2,15,0,RATTC,4,30/08/2023,27/09/2023,05/09/2023,2,147.26
10294,43,36.8,15,0,RATTC,4,30/08/2023,27/09/2023,05/09/2023,2,147.26
10294,60,27.2,21,0,RATTC,4,30/08/2023,27/09/2023,05/09/2023,2,147.26
10294,75,6.2,6,0,RATTC,4,30/08/2023,27/09/2023,05/09/2023,2,147.26
10295,56,30.4,4,0,VINET,2,02/09/2023,30/09/2023,10/09/2023,2,1.15
10296,11,16.8,12,0,LILAS,6,03/09/2023,01/10/2023,11/09/2023,1,0.12
10296,16,13.9,30,0,LILAS,6,03/09/2023,01/10/2023,11/09/2023,1,0.12
10296,69,28.8,15,0,LILAS,6,03/09/2023,01/10/2023,11/09/2023,1,0.12
10297,39,14.4,60,0,BLONP,5,04/09/2023,16/10/2023,10/09/2023,2,5.74
10297,72,27.8,20,0,BLONP,5,04/09/2023,16/10/2023,10/09/2023,2,5.74
10298,2,15.2,40,0,HUNGO,6,05/09/2023,03/10/2023,11/09/2023,2,168.22
10298,36,15.2,40,0.25,HUNGO,6,05/09/2023,03/10/2023,11/09/2023,2,168.22
10298,59,44,30,0.25,HUNGO,6,05/09/2023,03/10/2023,11/09/2023,2,168.22
10298,62,39.4,15,0,HUNGO,6,05/09/2023,03/10/2023,11/09/2023,2,168.22
10299,19,7.3,15,0,RICAR,4,06/09/2023,04/10/2023,13/09/2023,2,29.76
10299,70,12,20,0,RICAR,4,06/09/2023,04/10/2023,13/09/2023,2,29.76
10300,66,13.6,30,0,MAGAA,2,09/09/2023,07/10/2023,18/09/2023,2,17.68
10300,68,10,20,0,MAGAA,2,09/09/2023,07/10/2023,18/09/2023,2,17.68
10301,40,14.7,10,0,WANDK,8,09/09/2023,07/10/2023,17/09/2023,2,45.08
10301,56,30.4,20,0,WANDK,8,09/09/2023,07/10/2023,17/09/2023,2,45.08
10302,17,31.2,40,0,SUPRD,4,10/09/2023,08/10/2023,09/10/2023,2,6.27
10302,28,36.4,28,0,SUPRD,4,10/09/2023,08/10/2023,09/10/2023,2,6.27
10302,43,36.8,12,0,SUPRD,4,10/09/2023,08/10/2023,09/10/2023,2,6.27
10303,40,14.7,40,0.1,GODOS,7,11/09/2023,09/10/2023,18/09/2023,2,107.83
10303,65,16.8,30,0.1,GODOS,7,11/09/2023,09/10/2023,18/09/2023,2,107.83
10303,68,10,15,0.1,GODOS,7,11/09/2023,09/10/2023,18/09/2023,2,107.83
10304,49,16,30,0,TORTU,1,12/09/2023,10/10/2023,17/09/2023,2,63.79
10304,59,44,10,0,TORTU,1,12/09/2023,10/10/2023,17/09/2023,2,63.79
10304,71,17.2,2,0,TORTU,1,12/09/2023,10/10/2023,17/09/2023,2,63.79
10305,18,50,25,0.1,OLDWO,8,13/09/2023,11/10/2023,09/10/2023,3,257.62
10305,29,99,25,0.1,OLDWO,8,13/09/2023,11/10/2023,09/10/2023,3,257.62
10305,39,14.4,30,0.1,OLDWO,8,13/09/2023,11/10/2023,09/10/2023,3,257.62
10306,30,20.7,10,0,ROMEY,1,16/09/2023,14/10/2023,23/09/2023,3,7.56
10306,53,26.2,10,0,ROMEY,1,16/09/2023,14/10/2023,23/09/2023,3,7.56
10306,54,5.9,5,0,ROMEY,1,16/09/2023,14/10/2023,23/09/2023,3,7.56
10307,62,39.4,10,0,LONEP,2,17/09/2023,15/10/2023,25/09/2023,2,0.56
10307,68,10,3,0,LONEP,2,17/09/2023,15/10/2023,25/09/2023,2,0.56
10308,69,28.8,1,0,ANATR,7,18/09/2023,16/10/2023,24/09/2023,3,1.61
10308,70,12,5,0,ANATR,7,18/09/2023,16/10/2023,24/09/2023,3,1.61
10309,4,17.6,20,0,HUNGO,3,19/09/2023,17/10/2023,23/10/2023,1,47.3
10309,6,20,30,0,HUNGO,3,19/09/2023,17/10/2023,23/10/2023,1,47.3
10309,42,11.2,2,0,HUNGO,3,19/09/2023,17/10/2023,23/10/2023,1,47.3
10309,43,36.8,20,0,HUNGO,3,19/09/2023,17/10/2023,23/10/2023,1,47.3
10309,71,17.2,3,0,HUNGO,3,19/09/2023,17/10/2023,23/10/2023,1,47.3
10310,16,13.9,10,0,THEBI,8,20/09/2023,18/10/2023,27/09/2023,2,17.52
10310,62,39.4,5,0,THEBI,8,20/09/2023,18/10/2023,27/09/2023,2,17.52
10311,42,11.2,6,0,DUMON,1,20/09/2023,04/10/2023,26/09/2023,3,24.69
10311,69,28.8,7,0,DUMON,1,20/09/2023,04/10/2023,26/09/2023,3,24.69
10312,28,36.4,4,0,WANDK,2,23/09/2023,21/10/2023,03/10/2023,2,40.26
10312,43,36.8,24,0,WANDK,2,23/09/2023,21/10/2023,03/10/2023,2,40.26
10312,53,26.2,20,0,WANDK,2,23/09/2023,21/10/2023,03/10/2023,2,40.26
10312,75,6.2,10,0,WANDK,2,23/09/2023,21/10/2023,03/10/2023,2,40.26
10313,36,15.2,12,0,QUICK,2,24/09/2023,22/10/2023,04/10/2023,2,1.96
10314,32,25.6,40,0.1,RATTC,1,25/09/2023,23/10/2023,04/10/2023,2,74.16
10314,58,10.6,30,0.1,RATTC,1,25/09/2023,23/10/2023,04/10/2023,2,74.16
10314,62,39.4,25,0.1,RATTC,1,25/09/2023,23/10/2023,04/10/2023,2,74.16
10315,34,11.2,14,0,ISLAT,4,26/09/2023,24/10/2023,03/10/2023,2,41.76
10315,70,12,30,0,ISLAT,4,26/09/2023,24/10/2023,03/10/2023,2,41.76
10316,41,7.7,10,0,RATTC,1,27/09/2023,25/10/2023,08/10/2023,3,150.15
10316,62,39.4,70,0,RATTC,1,27/09/2023,25/10/2023,08/10/2023,3,150.15
10317,1,14.4,20,0,LONEP,6,30/09/2023,28/10/2023,10/10/2023,1,12.69
10318,41,7.7,20,0,ISLAT,8,01/10/2023,29/10/2023,04/10/2023,2,4.73
10318,76,14.4,6,0,ISLAT,8,01/10/2023,29/10/2023,04/10/2023,2,4.73
10319,17,31.2,8,0,TORTU,7,02/10/2023,30/10/2023,11/10/2023,3,64.5
10319,28,36.4,14,0,TORTU,7,02/10/2023,30/10/2023,11/10/2023,3,64.5
10319,76,14.4,30,0,TORTU,7,02/10/2023,30/10/2023,11/10/2023,3,64.5
10320,71,17.2,30,0,WARTH,5,03/10/2023,17/10/2023,18/10/2023,3,34.57
10321,35,14.4,10,0,ISLAT,3,03/10/2023,31/10/2023,11/10/2023,2,3.43
10322,52,5.6,20,0,PERIC,7,04/10/2023,01/11/2023,23/10/2023,3,0.4
10323,15,12.4,5,0,KOENE,4,07/10/2023,04/11/2023,14/10/2023,1,4.88
10323,25,11.2,4,0,KOENE,4,07/10/2023,04/11/2023,14/10/2023,1,4.88
10323,39,14.4,4,0,KOENE,4,07/10/2023,04/11/2023,14/10/2023,1,4.88
10324,16,13.9,21,0.15,SAVEA,9,08/10/2023,05/11/2023,10/10/2023,1,214.27
10324,35,14.4,70,0.15,SAVEA,9,08/10/2023,05/11/2023,10/10/2023,1,214.27
10324,46,9.6,30,0,SAVEA,9,08/10/2023,05/11/2023,10/10/2023,1,214.27
10324,59,44,40,0.15,SAVEA,9,08/10/2023,05/11/2023,10/10/2023,1,214.27
10324,63,35.1,80,0.15,SAVEA,9,08/10/2023,05/11/2023,10/10/2023,1,214.27
10325,6,20,6,0,KOENE,1,09/10/2023,23/10/2023,14/10/2023,3,64.86
10325,13,4.8,12,0,KOENE,1,09/10/2023,23/10/2023,14/10/2023,3,64.86
10325,14,18.6,9,0,KOENE,1,09/10/2023,23/10/2023,14/10/2023,3,64.86
10325,31,10,4,0,KOENE,1,09/10/2023,23/10/2023,14/10/2023,3,64.86
10325,72,27.8,40,0,KOENE,1,09/10/2023,23/10/2023,14/10/2023,3,64.86
10326,4,17.6,24,0,BOLID,4,10/10/2023,07/11/2023,14/10/2023,2,77.92
10326,57,15.6,16,0,BOLID,4,10/10/2023,07/11/2023,14/10/2023,2,77.92
10326,75,6.2,50,0,BOLID,4,10/10/2023,07/11/2023,14/10/2023,2,77.92
10327,2,15.2,25,0.2,FOLKO,2,11/10/2023,08/11/2023,14/10/2023,1,63.36
10327,11,16.8,50,0.2,FOLKO,2,11/10/2023,08/11/2023,14/10/2023,1,63.36
10327,30,20.7,35,0.2,FOLKO,2,11/10/2023,08/11/2023,14/10/2023,1,63.36
10327,58,10.6,30,0.2,FOLKO,2,11/10/2023,08/11/2023,14/10/2023,1,63.36
10328,59,44,9,0,FURIB,4,14/10/2023,11/11/2023,17/10/2023,3,87.03
10328,65,16.8,40,0,FURIB,4,14/10/2023,11/11/2023,17/10/2023,3,87.03
10328,68,10,10,0,FURIB,4,14/10/2023,11/11/2023,17/10/2023,3,87.03
10329,19,7.3,10,0.05,SPLIR,4,15/10/2023,26/11/2023,23/10/2023,2,191.67
10329,30,20.7,8,0.05,SPLIR,4,15/10/2023,26/11/2023,23/10/2023,2,191.67
10329,38,210.8,20,0.05,SPLIR,4,15/10/2023,26/11/2023,23/10/2023,2,191.67
10329,56,30.4,12,0.05,SPLIR,4,15/10/2023,26/11/2023,23/10/2023,2,191.67
10330,26,24.9,50,0.15,LILAS,3,16/10/2023,13/11/2023,28/10/2023,1,12.75
10330,72,27.8,25,0.15,LILAS,3,16/10/2023,13/11/2023,28/10/2023,1,12.75
10331,54,5.9,15,0,BONAP,9,16/10/2023,27/11/2023,21/10/2023,1,10.19
10332,18,50,40,0.2,MEREP,3,17/10/2023,28/11/2023,21/10/2023,2,52.84
10332,42,11.2,10,0.2,MEREP,3,17/10/2023,28/11/2023,21/10/2023,2,52.84
10332,47,7.6,16,0.2,MEREP,3,17/10/2023,28/11/2023,21/10/2023,2,52.84
10333,14,18.6,10,0,WARTH,5,18/10/2023,15/11/2023,25/10/2023,3,0.59
10333,21,8,10,0.1,WARTH,5,18/10/2023,15/11/2023,25/10/2023,3,0.59
10333,71,17.2,40,0.1,WARTH,5,18/10/2023,15/11/2023,25/10/2023,3,0.59
10334,52,5.6,8,0,VICTE,8,21/10/2023,18/11/2023,28/10/2023,2,8.56
10334,68,10,10,0,VICTE,8,21/10/2023,18/11/2023,28/10/2023,2,8.56
10335,2,15.2,7,0.2,HUNGO,7,22/10/2023,19/11/2023,24/10/2023,2,42.11
10335,31,10,25,0.2,HUNGO,7,22/10/2023,19/11/2023,24/10/2023,2,42.11
10335,32,25.6,6,0.2,HUNGO,7,22/10/2023,19/11/2023,24/10/2023,2,42.11
10335,51,42.4,48,0.2,HUNGO,7,22/10/2023,19/11/2023,24/10/2023,2,42.11
10336,4,17.6,18,0.1,PRINI,7,23/10/2023,20/11/2023,25/10/2023,2,15.51
10337,23,7.2,40,0,FRANK,4,24/10/2023,21/11/2023,29/10/2023,3,108.26
10337,26,24.9,24,0,FRANK,4,24/10/2023,21/11/2023,29/10/2023,3,108.26
10337,36,15.2,20,0,FRANK,4,24/10/2023,21/11/2023,29/10/2023,3,108.26
10337,37,20.8,28,0,FRANK,4,24/10/2023,21/11/2023,29/10/2023,3,108.26
10337,72,27.8,25,0,FRANK,4,24/10/2023,21/11/2023,29/10/2023,3,108.26
10338,17,31.2,20,0,OLDWO,4,25/10/2023,22/11/2023,29/10/2023,3,84.21
10338,30,20.7,15,0,OLDWO,4,25/10/2023,22/11/2023,29/10/2023,3,84.21
10339,4,17.6,10,0,MEREP,2,28/10/2023,25/11/2023,04/11/2023,2,15.66
10339,17,31.2,70,0.05,MEREP,2,28/10/2023,25/11/2023,04/11/2023,2,15.66
10339,62,39.4,28,0,MEREP,2,28/10/2023,25/11/2023,04/11/2023,2,15.66
10340,18,50,20,0.05,BONAP,1,29/10/2023,26/11/2023,08/11/2023,3,166.31
10340,41,7.7,12,0.05,BONAP,1,29/10/2023,26/11/2023,08/11/2023,3,166.31
10340,43,36.8,40,0.05,BONAP,1,29/10/2023,26/11/2023,08/11/2023,3,166.31
10341,33,2,8,0,SIMOB,7,29/10/2023,26/11/2023,05/11/2023,3,26.78
10341,59,44,9,0.15,SIMOB,7,29/10/2023,26/11/2023,05/11/2023,3,26.78
10342,2,15.2,24,0.2,FRANK,4,30/10/2023,13/11/2023,04/11/2023,2,54.83
10342,31,10,56,0.2,FRANK,4,30/10/2023,13/11/2023,04/11/2023,2,54.83
10342,36,15.2,40,0.2,FRANK,4,30/10/2023,13/11/2023,04/11/2023,2,54.83
10342,55,19.2,40,0.2,FRANK,4,30/10/2023,13/11/2023,04/11/2023,2,54.83
10343,64,26.6,50,0,LEHMS,4,31/10/2023,28/11/2023,06/11/2023,1,110.37
10343,68,10,4,0.05,LEHMS,4,31/10/2023,28/11/2023,06/11/2023,1,110.37
10343,76,14.4,15,0,LEHMS,4,31/10/2023,28/11/2023,06/11/2023,1,110.37
10344,4,17.6,35,0,WHITC,4,01/11/2023,29/11/2023,05/11/2023,2,23.29
10344,8,32,70,0.25,WHITC,4,01/11/2023,29/11/2023,05/11/2023,2,23.29
10345,8,32,70,0,QUICK,2,04/11/2023,02/12/2023,11/11/2023,2,249.06
10345,19,7.3,80,0,QUICK,2,04/11/2023,02/12/2023,11/11/2023,2,249.06
10345,42,11.2,9,0,QUICK,2,04/11/2023,02/12/2023,11/11/2023,2,249.06
10346,17,31.2,36,0.1,RATTC,3,05/11/2023,17/12/2023,08/11/2023,3,142.08
10346,56,30.4,20,0,RATTC,3,05/11/2023,17/12/2023,08/11/2023,3,142.08
10347,25,11.2,10,0,FAMIA,4,06/11/2023,04/12/2023,08/11/2023,3,3.1
10347,39,14.4,50,0.15,FAMIA,4,06/11/2023,04/12/2023,08/11/2023,3,3.1
10347,40,14.7,4,0,FAMIA,4,06/11/2023,04/12/2023,08/11/2023,3,3.1
10347,75,6.2,6,0.15,FAMIA,4,06/11/2023,04/12/2023,08/11/2023,3,3.1
10348,1,14.4,15,0.15,WANDK,4,07/11/2023,05/12/2023,15/11/2023,2,0.78
10348,23,7.2,25,0,WANDK,4,07/11/2023,05/12/2023,15/11/2023,2,0.78
10349,54,5.9,24,0,SPLIR,7,08/11/2023,06/12/2023,15/11/2023,1,8.63
10350,50,13,15,0.1,LAMAI,6,11/11/2023,09/12/2023,03/12/2023,2,64.19
10350,69,28.8,18,0.1,LAMAI,6,11/11/2023,09/12/2023,03/12/2023,2,64.19
10351,38,210.8,20,0.05,ERNSH,1,11/11/2023,09/12/2023,20/11/2023,1,162.33
10351,41,7.7,13,0,ERNSH,1,11/11/2023,09/12/2023,20/11/2023,1,162.33
10351,44,15.5,77,0.05,ERNSH,1,11/11/2023,09/12/2023,20/11/2023,1,162.33
10351,65,16.8,10,0.05,ERNSH,1,11/11/2023,09/12/2023,20/11/2023,1,162.33
10352,24,3.6,10,0,FURIB,3,12/11/2023,26/11/2023,18/11/2023,3,1.3
10352,54,5.9,20,0.15,FURIB,3,12/11/2023,26/11/2023,18/11/2023,3,1.3
10353,11,16.8,12,0.2,PICCO,7,13/11/2023,11/12/2023,25/11/2023,3,360.63
10353,38,210.8,50,0.2,PICCO,7,13/11/2023,11/12/2023,25/11/2023,3,360.63
10354,1,14.4,12,0,PERIC,8,14/11/2023,12/12/2023,20/11/2023,3,53.8
10354,29,99,4,0,PERIC,8,14/11/2023,12/12/2023,20/11/2023,3,53.8
10355,24,3.6,25,0,AROUT,6,15/11/2023,13/12/2023,20/11/2023,1,41.95
10355,57,15.6,25,0,AROUT,6,15/11/2023,13/12/2023,20/11/2023,1,41.95
10356,31,10,30,0,WANDK,6,18/11/2023,16/12/2023,27/11/2023,2,36.71
10356,55,19.2,12,0,WANDK,6,18/11/2023,16/12/2023,27/11/2023,2,36.71
10356,69,28.8,20,0,WANDK,6,18/11/2023,16/12/2023,27/11/2023,2,36.71
10357,10,24.8,30,0.2,LILAS,1,19/11/2023,17/12/2023,02/12/2023,3,34.88
10357,26,24.9,16,0,LILAS,1,19/11/2023,17/12/2023,02/12/2023,3,34.88
